Date,Abonne 1,Abonne 2,Abonne 3,Facture Abonne 1,Facture Abonne 2,Facture Abonne 3
1/7/2015 0:00,2.9,2.9,21.83,249.06,215.12,399.84
1/8/2015 0:00,3.2,3.2,24.18,249.24,215.30,401.21
1/9/2015 0:00,3.71,3.71,24.2,249.45,215.51,402.59
10/1/2015 0:00,0,4.28,1.15,249.45,215.75,402.66
10/10/2015 0:00,0,2.92,0.76,249.45,215.92,402.70
10/11/2015 0:00,0,4.36,0.33,249.45,216.17,402.72
10/12/2015 0:00,0,3.15,0.28,249.45,216.35,402.73
10/13/2015 0:00,0,3.33,0.42,249.45,216.54,402.76
10/14/2015 0:00,0,3.58,0.22,249.45,216.74,402.77
10/15/2015 0:00,0,3.55,0.2,249.45,216.94,402.78
10/16/2015 0:00,0,4.31,0.47,249.45,217.19,402.81
10/17/2015 0:00,0,3.61,0.24,249.45,217.39,402.82
10/18/2015 0:00,0,3.7,1.27,249.45,217.60,402.89
10/19/2015 0:00,0,3.5,1.06,249.45,217.80,402.96
10/2/2015 0:00,0,3.66,1.73,249.45,218.01,403.05
10/20/2015 0:00,0,3.46,1.02,249.45,218.21,403.11
10/21/2015 0:00,0,3.82,1.01,249.45,218.43,403.17
10/22/2015 0:00,0,3.52,0.53,249.45,218.63,403.20
10/23/2015 0:00,0,3.36,0.28,249.45,218.82,403.22
10/24/2015 0:00,0,4.19,0.28,249.45,219.06,403.23
10/25/2015 0:00,0,4.8,0.78,249.45,219.33,403.28
10/26/2015 0:00,0,4.35,1.25,249.45,219.58,403.35
10/27/2015 0:00,0,3.62,0.56,249.45,219.78,403.38
10/28/2015 0:00,0,5.8,0.45,249.45,220.11,403.40
10/29/2015 0:00,0,5.36,0.23,249.45,220.42,403.42
10/3/2015 0:00,0,3.8,1.38,249.45,220.63,403.50
10/30/2015 0:00,0,5.39,0.88,249.45,220.94,403.55
10/31/2015 0:00,0,5.01,3.07,249.45,221.22,403.72
10/4/2015 0:00,0,4.18,0.36,249.45,221.46,403.74
10/5/2015 0:00,0,3.73,0.27,249.45,221.68,403.76
10/6/2015 0:00,0,3.94,0.31,249.45,221.90,403.77
10/7/2015 0:00,0,2.86,0.39,249.45,222.06,403.80
10/8/2015 0:00,0,2.74,0.51,249.45,222.22,403.83
10/9/2015 0:00,0,2.74,0.29,249.45,222.37,403.84
11/1/2015 0:00,0,4.6,2.12,249.45,222.64,403.96
11/10/2015 0:00,0,3.54,1.34,249.45,222.84,404.04
11/11/2015 0:00,0,3.66,0.67,249.45,223.05,404.08
11/12/2015 0:00,0,4.43,1.35,249.45,223.30,404.15
11/13/2015 0:00,0,3.6,0.66,249.45,223.50,404.19
11/14/2015 0:00,0,4.12,1.2,249.45,223.74,404.26
11/15/2015 0:00,0,4.24,1.25,249.45,223.98,404.33
11/16/2015 0:00,0,3.21,1.6,249.45,224.16,404.42
11/17/2015 0:00,0,3.34,0.89,249.45,224.35,404.47
11/18/2015 0:00,0,4.02,1.38,249.45,224.58,404.55
11/19/2015 0:00,0,3.21,1.29,249.45,224.76,404.62
11/2/2015 0:00,0,4.09,1.07,249.45,224.99,404.68
11/20/2015 0:00,0,3,1.77,249.45,225.17,404.79
11/21/2015 0:00,0,3.22,1.62,249.45,225.35,404.88
11/22/2015 0:00,0,2.79,1.61,249.45,225.51,404.97
11/23/2015 0:00,0,2.76,1.39,249.45,225.66,405.05
11/24/2015 0:00,0,2.81,1.66,249.45,225.82,405.14
11/25/2015 0:00,0,4.04,1.4,249.45,226.05,405.22
11/26/2015 0:00,0,3.52,0.95,249.45,226.25,405.28
11/27/2015 0:00,0,5.14,0.76,249.45,226.55,405.32
11/28/2015 0:00,0,2.21,0.82,249.45,226.67,405.37
11/29/2015 0:00,0,4.64,1.1,249.45,226.94,405.43
11/3/2015 0:00,0,3.6,0.88,249.45,227.14,405.48
11/30/2015 0:00,0,4.38,0.89,249.45,227.39,405.53
11/4/2015 0:00,0,3.45,0.6,249.45,227.59,405.56
11/5/2015 0:00,0,3.38,1.09,249.45,227.78,405.63
11/6/2015 0:00,0,3.44,1.06,249.45,227.98,405.69
11/7/2015 0:00,0,4.04,1.19,249.45,228.20,405.75
11/8/2015 0:00,0,4.04,2.11,249.45,228.43,405.87
11/9/2015 0:00,0,3.47,1.92,249.45,228.63,405.98
12/1/2015 0:00,0,3.85,1.6,249.45,228.85,406.07
12/10/2015 0:00,0,4.08,0.61,249.45,229.08,406.11
12/11/2015 0:00,0,5.35,1.04,249.45,229.39,406.17
12/12/2015 0:00,0,4.96,0.57,249.45,229.67,406.20
12/13/2015 0:00,0,5.42,1.09,249.45,229.98,406.26
12/14/2015 0:00,0,3.63,1.56,249.45,230.19,406.35
12/15/2015 0:00,0,4.26,0.75,249.45,230.43,406.39
12/16/2015 0:00,0,4.91,0.86,249.45,230.71,406.44
12/17/2015 0:00,0,4.94,0.78,249.45,230.99,406.49
12/18/2015 0:00,0,4.48,1.22,249.45,231.24,406.56
12/19/2015 0:00,0,4.24,0.97,249.45,231.48,406.61
12/2/2015 0:00,0,3.23,0.91,249.45,231.67,406.66
12/20/2015 0:00,0,4.53,0.82,249.45,231.93,406.71
12/21/2015 0:00,0,4.33,0.89,249.45,232.17,406.76
12/22/2015 0:00,0,4.37,1.25,249.45,232.42,406.83
12/23/2015 0:00,0,4.55,0.93,249.45,232.68,406.89
12/24/2015 0:00,0,3.79,0.83,249.45,232.90,406.93
12/25/2015 0:00,0,4.49,0.74,249.45,233.15,406.97
12/26/2015 0:00,0,5.94,1.18,249.45,233.49,407.04
12/27/2015 0:00,0,5.77,0.82,249.45,233.82,407.09
12/28/2015 0:00,0,4.45,1.07,249.45,234.07,407.15
12/29/2015 0:00,0,4.68,0.62,249.45,234.34,407.18
12/3/2015 0:00,0,3.58,1.16,249.45,234.54,407.25
12/30/2015 0:00,0,4.57,0.34,249.45,234.80,407.27
12/31/2015 0:00,0,5.51,0.66,249.45,235.11,407.31
12/4/2015 0:00,0,2.91,1,249.45,235.28,407.36
12/5/2015 0:00,0,4.41,0.42,249.45,235.53,407.39
12/6/2015 0:00,0,4.17,0.42,249.45,235.77,407.41
12/7/2015 0:00,0,3,1.01,249.45,235.94,407.47
12/8/2015 0:00,0,4.17,0.5,249.45,236.18,407.50
12/9/2015 0:00,0,4.82,1.33,249.45,236.45,407.57
2/1/2015 0:00,4.49,4.49,20.13,249.70,236.71,408.72
2/10/2015 0:00,3.06,3.06,14.85,249.88,236.88,409.56
2/11/2015 0:00,4.74,4.74,24.86,250.15,237.15,410.98
2/12/2015 0:00,0,6.4,18.65,250.15,237.51,412.04
2/13/2015 0:00,0,6.55,22.27,250.15,237.89,413.31
2/14/2015 0:00,0,6.12,14.28,250.15,238.23,414.12
2/15/2015 0:00,0,5.32,12.85,250.15,238.54,414.85
2/16/2015 0:00,0,6.22,23.51,250.15,238.89,416.19
2/17/2015 0:00,0,7.45,19.61,250.15,239.31,417.30
2/18/2015 0:00,0,6.7,9.05,250.15,239.70,417.82
2/19/2015 0:00,0,6.45,5.2,250.15,240.06,418.12
2/2/2015 0:00,3.6,3.6,23.16,250.35,240.27,419.43
2/20/2015 0:00,0,6.96,4.79,250.35,240.66,419.71
2/21/2015 0:00,0,6.42,12.38,250.35,241.03,420.41
2/22/2015 0:00,0,5.34,7.26,250.35,241.33,420.82
2/23/2015 0:00,0,5.26,18.45,250.35,241.63,421.87
2/24/2015 0:00,0,5.41,13.81,250.35,241.94,422.66
2/25/2015 0:00,0,6.69,15.96,250.35,242.32,423.57
2/26/2015 0:00,0,6.83,8.19,250.35,242.71,424.03
2/27/2015 0:00,0,5.28,2.54,250.35,243.01,424.18
2/28/2015 0:00,0,5.66,11.53,250.35,243.33,424.83
2/3/2015 0:00,2.28,2.28,18.09,250.48,243.46,425.86
2/4/2015 0:00,3.88,3.88,19.25,250.70,243.68,426.96
2/5/2015 0:00,5.09,5.09,17.12,250.99,243.97,427.93
2/6/2015 0:00,4.08,4.08,16.69,251.23,244.20,428.88
2/7/2015 0:00,3.96,3.96,20.12,251.45,244.43,430.03
2/8/2015 0:00,4.69,4.69,20.28,251.72,244.70,431.18
2/9/2015 0:00,3.94,3.94,14.32,251.94,244.92,432.00
3/1/2015 0:00,0,6.21,15.25,251.94,245.27,432.86
3/10/2015 0:00,0,4.69,18.33,251.94,245.54,433.91
3/11/2015 0:00,0,5.23,19.38,251.94,245.84,435.01
3/12/2015 0:00,0,4.3,20.85,251.94,246.08,436.20
3/13/2015 0:00,0,4.37,21.64,251.94,246.33,437.43
3/14/2015 0:00,0,6.28,21.25,251.94,246.69,438.64
3/15/2015 0:00,0,5.22,21.36,251.94,246.99,439.85
3/16/2015 0:00,0,3.52,15.63,251.94,247.19,440.74
3/17/2015 0:00,0,3.57,11.89,251.94,247.39,441.42
3/18/2015 0:00,0,3.46,19.36,251.94,247.59,442.52
3/19/2015 0:00,0,3.83,16.94,251.94,247.80,443.48
3/2/2015 0:00,0,5.31,12.26,251.94,248.11,444.18
3/20/2015 0:00,0,3.85,19.05,251.94,248.33,445.26
3/21/2015 0:00,0,5.74,24.47,251.94,248.65,446.66
3/22/2015 0:00,0,4.92,22.59,251.94,248.93,447.94
3/23/2015 0:00,0,4.41,25.1,251.94,249.18,449.37
3/24/2015 0:00,0,4.15,15.5,251.94,249.42,450.25
3/25/2015 0:00,0,4.29,18.13,251.94,249.66,451.28
3/26/2015 0:00,0,4.4,17.21,251.94,249.91,452.26
3/27/2015 0:00,0,3.91,16.31,251.94,250.14,453.19
3/28/2015 0:00,0,6.49,21.25,251.94,250.51,454.40
3/29/2015 0:00,0,5.48,20.63,251.94,250.82,455.57
3/3/2015 0:00,0,4.7,12.71,251.94,251.08,456.30
3/30/2015 0:00,0,4.51,16.82,251.94,251.34,457.25
3/31/2015 0:00,0,3.21,16.08,251.94,251.52,458.17
3/4/2015 0:00,0,5,9.7,251.94,251.81,458.72
3/5/2015 0:00,0,4.44,12.9,251.94,252.06,459.45
3/6/2015 0:00,0,4.54,12.25,251.94,252.32,460.15
3/7/2015 0:00,0,6.54,18.34,251.94,252.69,461.20
3/8/2015 0:00,0,5.78,27.35,251.94,253.02,462.75
3/9/2015 0:00,0,4.43,18.03,251.94,253.27,463.78
4/1/2015 0:00,0,3.81,17.78,251.94,253.49,464.79
4/10/2015 0:00,0,3.4,12.66,251.94,253.68,465.51
4/11/2015 0:00,0,4.78,17.78,251.94,253.95,466.52
4/12/2015 0:00,0,4.76,21.51,251.94,254.23,467.74
4/13/2015 0:00,0,3.41,15.74,251.94,254.42,468.64
4/14/2015 0:00,0,3.93,11.28,251.94,254.64,469.28
4/15/2015 0:00,0,3.23,14.94,251.94,254.83,470.13
4/16/2015 0:00,0,3.53,15.13,251.94,255.03,470.99
4/17/2015 0:00,0,3.36,14.4,251.94,255.22,471.81
4/18/2015 0:00,0,11.13,18.5,251.94,255.85,472.87
4/19/2015 0:00,0,9.55,15.67,251.94,256.40,473.76
4/2/2015 0:00,0,3.51,17.18,251.94,256.60,474.73
4/20/2015 0:00,0,8.13,14.69,251.94,257.06,475.57
4/21/2015 0:00,0,8.74,14.28,251.94,257.56,476.38
4/22/2015 0:00,0,4.51,19.07,251.94,257.81,477.47
4/23/2015 0:00,0,9.01,14.66,251.94,258.32,478.30
4/24/2015 0:00,0,8.32,13.93,251.94,258.80,479.09
4/25/2015 0:00,0,11.58,16.32,251.94,259.46,480.02
4/26/2015 0:00,0,10.14,17.92,251.94,260.03,481.04
4/27/2015 0:00,0,4.13,17.45,251.94,260.27,482.04
4/28/2015 0:00,0,3.58,11.1,251.94,260.47,482.67
4/29/2015 0:00,0,3.25,11.26,251.94,260.66,483.31
4/3/2015 0:00,0,3.64,16.18,251.94,260.86,484.23
4/30/2015 0:00,0,4.02,14.77,251.94,261.09,485.07
4/4/2015 0:00,0,4.87,18.4,251.94,261.37,486.12
4/5/2015 0:00,0,4.14,20.82,251.94,261.61,487.30
4/6/2015 0:00,0,4.05,15.17,251.94,261.84,488.16
4/7/2015 0:00,0,3.36,14.09,251.94,262.03,488.97
4/8/2015 0:00,0,3.98,18.98,251.94,262.25,490.05
4/9/2015 0:00,0,3.55,14.46,251.94,262.46,490.87
5/1/2015 0:00,0,4.34,14.63,251.94,262.70,491.70
5/10/2015 0:00,0,3.45,14.92,251.94,262.90,492.55
5/11/2015 0:00,0,2.8,15.07,251.94,263.06,493.41
5/12/2015 0:00,0,3.16,13.43,251.94,263.24,494.17
5/13/2015 0:00,0,2.8,12.9,251.94,263.40,494.91
5/14/2015 0:00,0,3.08,15.99,251.94,263.57,495.82
5/15/2015 0:00,0,3.11,13.97,251.94,263.75,496.61
5/16/2015 0:00,0,6.17,13.3,251.94,264.10,497.37
5/17/2015 0:00,0,5.58,14.83,251.94,264.42,498.21
5/18/2015 0:00,0,3.78,12.9,251.94,264.63,498.94
5/19/2015 0:00,0,3.57,10.52,251.94,264.84,499.54
5/2/2015 0:00,0,3.86,15.63,251.94,265.06,500.43
5/20/2015 0:00,0,3.35,11.13,251.94,265.25,501.07
5/21/2015 0:00,0,3.31,10.4,251.94,265.44,501.66
5/22/2015 0:00,0,2.59,12.58,251.94,265.58,502.37
5/23/2015 0:00,0,3.62,19.21,251.94,265.79,503.47
5/24/2015 0:00,0,3.52,19.12,251.94,265.99,504.55
5/25/2015 0:00,0,3.29,9.63,251.94,266.18,505.10
5/26/2015 0:00,0,3.01,12.26,251.94,266.35,505.80
5/27/2015 0:00,0,3.15,11.02,251.94,266.53,506.43
5/28/2015 0:00,0,3.34,15.53,251.94,266.72,507.31
5/29/2015 0:00,0,4.09,12.01,251.94,266.95,507.99
5/3/2015 0:00,0,4.36,16.31,251.94,267.20,508.92
5/30/2015 0:00,0,7.13,14.6,251.94,267.60,509.75
5/31/2015 0:00,0,4.22,12.9,251.94,267.84,510.49
5/4/2015 0:00,0,2.74,14.82,251.94,268.00,511.33
5/5/2015 0:00,0,3.53,13.33,251.94,268.20,512.09
5/6/2015 0:00,0,3.05,10.99,251.94,268.37,512.71
5/7/2015 0:00,0,3.35,11.72,251.94,268.56,513.38
5/8/2015 0:00,0,2.93,13.4,251.94,268.73,514.14
5/9/2015 0:00,0,4.16,16.34,251.94,268.97,515.07
6/1/2015 0:00,0,3.52,12.78,251.94,269.17,515.80
6/10/2015 0:00,0,6.81,16.96,251.94,269.56,516.77
6/11/2015 0:00,0,5.11,10.99,251.94,269.85,517.39
6/12/2015 0:00,0,5.19,19.36,251.94,270.14,518.49
6/13/2015 0:00,0,9.56,23.33,251.94,270.69,519.82
6/14/2015 0:00,0,7.3,29.63,251.94,271.10,521.51
6/15/2015 0:00,0,5.84,15.42,251.94,271.43,522.38
6/16/2015 0:00,0,4.12,25.86,251.94,271.67,523.85
6/17/2015 0:00,0,7.21,25.16,251.94,272.08,525.29
6/18/2015 0:00,0,7.29,32.4,251.94,272.49,527.13
6/19/2015 0:00,0,8.57,16.88,251.94,272.98,528.09
6/2/2015 0:00,0,4.23,14.32,251.94,273.22,528.91
6/20/2015 0:00,0,9.86,15,251.94,273.78,529.76
6/21/2015 0:00,0,10.59,13.84,251.94,274.38,530.55
6/22/2015 0:00,0,6.45,12.11,251.94,274.75,531.24
6/23/2015 0:00,0,5.1,16.87,251.94,275.04,532.20
6/24/2015 0:00,0,4.38,18.9,251.94,275.29,533.27
6/25/2015 0:00,0,4.47,20.65,251.94,275.55,534.45
6/26/2015 0:00,0,4.45,17.15,251.94,275.80,535.42
6/27/2015 0:00,0,8.49,17.21,251.94,276.28,536.40
6/28/2015 0:00,0,9.4,18.08,251.94,276.82,537.43
6/29/2015 0:00,0,6.13,21.83,251.94,277.17,538.67
6/3/2015 0:00,0,7.12,11.2,251.94,277.57,539.31
6/30/2015 0:00,0,6.63,20.7,251.94,277.95,540.49
6/4/2015 0:00,0,5.36,11.29,251.94,278.25,541.13
6/5/2015 0:00,0,4.83,16.7,251.94,278.53,542.08
6/6/2015 0:00,0,5.73,17.27,251.94,278.85,543.06
6/7/2015 0:00,0,5.2,15.71,251.94,279.15,543.96
6/8/2015 0:00,0,5.62,21.64,251.94,279.47,545.19
6/9/2015 0:00,0,5.79,19.95,251.94,279.80,546.32
7/1/2015 0:00,0,6.42,20.57,251.94,280.16,547.49
7/10/2015 0:00,0,5.12,14.01,251.94,280.46,548.29
7/11/2015 0:00,0,7.62,19.51,251.94,280.89,549.40
7/12/2015 0:00,0,10.53,19.97,251.94,281.49,550.54
7/13/2015 0:00,0,12.69,19.23,251.94,282.21,551.63
7/14/2015 0:00,0,10.7,25.38,251.94,282.82,553.07
7/15/2015 0:00,0,8.8,26.08,251.94,283.32,554.56
7/16/2015 0:00,0,8.75,10.59,251.94,283.82,555.16
7/17/2015 0:00,0,12.09,16.57,251.94,284.51,556.10
7/18/2015 0:00,0,8.72,18.6,251.94,285.00,557.16
7/19/2015 0:00,0,7.36,18.39,251.94,285.42,558.21
7/2/2015 0:00,0,6.91,21.43,251.94,285.81,559.43
7/20/2015 0:00,0,5.38,15.57,251.94,286.12,560.31
7/21/2015 0:00,0,4.24,7.47,251.94,286.36,560.74
7/22/2015 0:00,0,3.93,10.51,251.94,286.58,561.34
7/23/2015 0:00,0,5.02,8.65,251.94,286.87,561.83
7/24/2015 0:00,0,3.76,11.55,251.94,287.08,562.49
7/25/2015 0:00,0,4.08,17.56,251.94,287.32,563.49
7/26/2015 0:00,0,5.3,10.17,251.94,287.62,564.06
7/27/2015 0:00,0,6.93,13.51,251.94,288.01,564.83
7/28/2015 0:00,0,8.25,20.47,251.94,288.48,566.00
7/29/2015 0:00,0,7.28,17.5,251.94,288.90,566.99
7/3/2015 0:00,0,6.31,19.67,251.94,289.25,568.11
7/30/2015 0:00,0,6.4,21.83,251.94,289.62,569.35
7/31/2015 0:00,0,8.33,14.07,251.94,290.09,570.16
7/4/2015 0:00,0,10.48,11.9,251.94,290.69,570.83
7/5/2015 0:00,0,4.91,13.33,251.94,290.97,571.59
7/6/2015 0:00,0,5.7,14.91,251.94,291.29,572.44
7/7/2015 0:00,0,5.66,12.78,251.94,291.61,573.17
7/8/2015 0:00,0,7.02,14.05,251.94,292.01,573.97
7/9/2015 0:00,0,5.7,12.21,251.94,292.34,574.66
8/1/2015 0:00,0,8.85,18.63,251.94,292.84,575.72
8/10/2015 0:00,0,4.33,12.09,251.94,293.09,576.41
8/11/2015 0:00,0,4.1,13.56,251.94,293.32,577.18
8/12/2015 0:00,0,4.59,13.96,251.94,293.58,577.97
8/13/2015 0:00,0,7.19,14.11,251.94,293.99,578.78
8/14/2015 0:00,0,7.51,12.5,251.94,294.42,579.49
8/15/2015 0:00,0,7.35,14.29,251.94,294.84,580.30
8/16/2015 0:00,0,3.82,15.15,251.94,295.06,581.16
8/17/2015 0:00,0,4.58,12.94,251.94,295.32,581.90
8/18/2015 0:00,0,5.2,12.98,251.94,295.61,582.64
8/19/2015 0:00,0,4.66,11.96,251.94,295.88,583.32
8/2/2015 0:00,0,9.6,17.42,251.94,296.42,584.31
8/20/2015 0:00,0,9.07,13.52,251.94,296.94,585.08
8/21/2015 0:00,0,5.81,14.75,251.94,297.27,585.92
8/22/2015 0:00,0,12.48,0.55,251.94,297.98,585.95
8/23/2015 0:00,0,10.91,0.49,251.94,298.60,585.98
8/24/2015 0:00,0,8.5,0.89,251.94,299.08,586.03
8/25/2015 0:00,0,10.25,0.65,251.94,299.67,586.07
8/26/2015 0:00,0,7.53,0.33,251.94,300.10,586.08
8/27/2015 0:00,0,7.8,0.5,251.94,300.54,586.11
8/28/2015 0:00,0,5.55,0.39,251.94,300.86,586.14
8/29/2015 0:00,0,4.5,0.23,251.94,301.11,586.15
8/3/2015 0:00,0,9.35,28.5,251.94,301.64,587.77
8/30/2015 0:00,0,4.98,0.39,251.94,301.93,587.79
8/31/2015 0:00,0,3.62,0.29,251.94,302.13,587.81
8/4/2015 0:00,0,11.75,25.27,251.94,302.80,589.25
8/5/2015 0:00,0,10.42,20.66,251.94,303.39,590.42
8/6/2015 0:00,0,10.38,14.2,251.94,303.98,591.23
8/7/2015 0:00,0,9.56,17.83,251.94,304.53,592.24
8/8/2015 0:00,0,9.69,10.8,251.94,305.08,592.86
8/9/2015 0:00,0,4.11,10.64,251.94,305.31,593.46
9/1/2015 0:00,0,3.54,0.91,251.94,305.52,593.52
9/10/2015 0:00,0,9.86,0.69,251.94,306.08,593.56
9/11/2015 0:00,0,9.81,0.51,251.94,306.63,593.58
9/12/2015 0:00,0,12.06,0.39,251.94,307.32,593.61
9/13/2015 0:00,0,4.69,0.33,251.94,307.59,593.63
9/14/2015 0:00,0,3.28,0.62,251.94,307.77,593.66
9/15/2015 0:00,0,3.42,0.31,251.94,307.97,593.68
9/16/2015 0:00,0,3.18,0.35,251.94,308.15,593.70
9/17/2015 0:00,0,3.22,0.49,251.94,308.33,593.73
9/18/2015 0:00,0,3.78,0.41,251.94,308.55,593.75
9/19/2015 0:00,0,3.2,0.33,251.94,308.73,593.77
9/2/2015 0:00,0,4.1,0.63,251.94,308.96,593.80
9/20/2015 0:00,0,3.43,0.6,251.94,309.16,593.84
9/21/2015 0:00,0,2.83,0.59,251.94,309.32,593.87
9/22/2015 0:00,0,3.07,0.55,251.94,309.49,593.90
9/23/2015 0:00,0,2.83,0.45,251.94,309.66,593.93
9/24/2015 0:00,0,4.02,0.24,251.94,309.88,593.94
9/25/2015 0:00,0,3.92,1,251.94,310.11,594.00
9/26/2015 0:00,0,4.59,2.49,251.94,310.37,594.14
9/27/2015 0:00,0,4.65,1.31,251.94,310.63,594.22
9/28/2015 0:00,0,3.01,1.04,251.94,310.80,594.27
9/29/2015 0:00,0,3.38,0.35,251.94,311.00,594.29
9/3/2015 0:00,0,4.8,0.92,251.94,311.27,594.35
9/30/2015 0:00,0,4.06,0.44,251.94,311.50,594.37
9/4/2015 0:00,0,5.81,0.6,251.94,311.83,594.41
9/5/2015 0:00,0,5.04,0.44,251.94,312.12,594.43
9/6/2015 0:00,0,5.4,0.26,251.94,312.43,594.45
9/7/2015 0:00,0,9.31,0.44,251.94,312.96,594.47
9/8/2015 0:00,0,10.11,0.34,251.94,313.53,594.49
9/9/2015 0:00,0,9.3,0.39,251.94,314.06,594.51
1/1/2016 0:00,9.2,11.07,15.44,252.47,314.69,595.39
1/10/2016 0:00,12.65,15.18,11.76,253.18,315.55,596.06
1/11/2016 0:00,6.72,11.65,8.87,253.57,316.22,596.56
1/12/2016 0:00,6.69,12.53,8.63,253.95,316.93,597.06
1/13/2016 0:00,9.13,13.68,14.69,254.47,317.71,597.89
1/14/2016 0:00,8.42,13.04,16.33,254.95,318.45,598.82
1/15/2016 0:00,8.47,13.81,12.15,255.43,319.24,599.51
1/16/2016 0:00,11.65,10.39,8.75,256.09,319.83,600.01
1/17/2016 0:00,9.76,12.49,11.13,256.65,320.54,600.64
1/18/2016 0:00,5.74,12.35,13.36,256.97,321.24,601.40
1/19/2016 0:00,8.08,11.13,13.81,257.43,321.87,602.19
1/2/2016 0:00,9.05,12.37,13.44,257.95,322.58,602.95
1/20/2016 0:00,5.94,10.19,14.1,258.29,323.16,603.76
1/21/2016 0:00,6.2,11.24,12.75,258.64,323.80,604.48
1/22/2016 0:00,6,9.23,11.98,258.98,324.32,605.16
1/23/2016 0:00,10.09,8.01,13.35,259.55,324.78,605.92
1/24/2016 0:00,14.68,8.32,12.81,260.39,325.25,606.65
1/25/2016 0:00,6.65,10.13,19.36,260.77,325.83,607.75
1/26/2016 0:00,8.04,9.13,13.46,261.23,326.35,608.52
1/27/2016 0:00,9.95,7.8,13.1,261.79,326.79,609.26
1/28/2016 0:00,13.75,9.63,13.98,262.57,327.34,610.06
1/29/2016 0:00,9.74,9.09,12.43,263.13,327.86,610.77
1/3/2016 0:00,9.73,13.86,10.94,263.68,328.64,611.39
1/30/2016 0:00,12.27,10.25,13.88,264.38,329.23,612.18
1/31/2016 0:00,7.8,10.96,30.31,264.82,329.85,613.90
1/4/2016 0:00,5.1,12.91,13.91,265.11,330.59,614.70
1/5/2016 0:00,5.34,13.11,14.02,265.42,331.33,615.49
1/6/2016 0:00,4.36,12.31,13.94,265.67,332.03,616.29
1/7/2016 0:00,4.76,13.64,13.1,265.94,332.81,617.03
1/8/2016 0:00,10.32,13.47,14.08,266.52,333.57,617.83
1/9/2016 0:00,7.03,13.56,14.78,266.92,334.35,618.67
10/1/2016 0:00,18.19,17.49,14.77,267.96,335.34,619.51
10/10/2016 0:00,6.5,13.96,14.06,268.33,336.14,620.31
10/11/2016 0:00,8.08,16.13,17.54,268.79,337.05,621.31
10/12/2016 0:00,7.97,12.73,14.13,269.24,337.78,622.12
10/13/2016 0:00,8.81,14.03,11.99,269.74,338.58,622.80
10/14/2016 0:00,7.37,14.42,15.14,270.16,339.40,623.66
10/15/2016 0:00,11.72,15.73,12.82,270.83,340.29,624.39
10/16/2016 0:00,11.02,16.71,16.51,271.46,341.24,625.33
10/17/2016 0:00,8.18,14.27,10.32,271.92,342.05,625.92
10/18/2016 0:00,7.33,14.17,13.3,272.34,342.86,626.67
10/19/2016 0:00,6.71,17.73,13.18,272.72,343.87,627.42
10/2/2016 0:00,10.93,18.875,12.19,273.34,344.94,628.12
10/20/2016 0:00,8.52,17.67,12.2,273.83,345.95,628.81
10/21/2016 0:00,6.31,20.4,10.79,274.19,347.11,629.43
10/22/2016 0:00,7.18,10.95,15.64,274.60,347.73,630.32
10/23/2016 0:00,8.07,17.95,16.48,275.05,348.75,631.25
10/24/2016 0:00,8.09,17.83,13.04,275.51,349.77,631.99
10/25/2016 0:00,9.53,17.31,10.39,276.06,350.75,632.59
10/26/2016 0:00,5.48,21.44,12,276.37,351.97,633.27
10/27/2016 0:00,8.75,19.09,11.15,276.87,353.06,633.90
10/28/2016 0:00,9.3,18.56,12.22,277.40,354.12,634.60
10/29/2016 0:00,7.54,16.25,13.16,277.82,355.04,635.35
10/3/2016 0:00,11.41,13.055,22.81,278.47,355.78,636.65
10/30/2016 0:00,9.16,14.2,13.33,279.00,356.59,637.40
10/31/2016 0:00,6.74,13.66,10.39,279.38,357.37,637.99
10/4/2016 0:00,19.92,17.985,24.44,280.51,358.39,639.39
10/5/2016 0:00,10.7,17.4,16.3,281.12,359.38,640.31
10/6/2016 0:00,9.2,10.92,13.25,281.64,360.00,641.07
10/7/2016 0:00,6.77,8.81,13.7,282.03,360.50,641.85
10/8/2016 0:00,6.76,16.68,13.75,282.41,361.45,642.63
10/9/2016 0:00,6.15,16.28,11.27,282.76,362.38,643.27
2/1/2016 0:00,9.51,10.91,17.66,283.31,363.00,644.27
2/10/2016 0:00,8.96,11.47,8.56,283.82,363.65,644.76
2/11/2016 0:00,13.35,10.22,11.54,284.57,364.23,645.42
2/12/2016 0:00,12.17,10.82,11.57,285.27,364.85,646.08
2/13/2016 0:00,11.16,9.05,11.2,285.90,365.37,646.71
2/14/2016 0:00,9.75,10.2,10.91,286.46,365.95,647.34
2/15/2016 0:00,12.81,11.02,5.61,287.19,366.57,647.65
2/16/2016 0:00,11.52,9.43,4.02,287.84,367.11,647.88
2/17/2016 0:00,14.64,10.43,8.55,288.67,367.70,648.37
2/18/2016 0:00,11.59,10.42,15.96,289.33,368.30,649.28
2/19/2016 0:00,12.21,10.78,12.04,290.03,368.91,649.96
2/2/2016 0:00,13.14,11.79,19.07,290.78,369.58,651.05
2/20/2016 0:00,7.5,10.41,11.55,291.20,370.17,651.70
2/21/2016 0:00,11.74,8.61,12.98,291.87,370.66,652.44
2/22/2016 0:00,12.82,10.6,9.44,292.60,371.27,652.98
2/23/2016 0:00,9.89,9.52,15.08,293.16,371.81,653.84
2/24/2016 0:00,9.06,8.33,17.01,293.68,372.28,654.81
2/25/2016 0:00,9.75,11.17,13.1,294.23,372.92,655.55
